1,-10.37708333,0.699194953,0.2,-9.295833333,-11.45833333
2,-14.9,0.797587069,0.2,-13.475,-16.325
3,-20.67708333,0.661503731,0,-19.29583333,-22.05833333
4,-20.41041667,0.816932404,0,-18.92083333,-21.9
5,-16.8625,0.587329331,0,-15.44166667,-18.28333333
6,-22.4875,0.803870629,1.9,-21.0625,-23.9125
7,-28.44791667,0.841425785,0.2,-26.99166667,-29.90416667
8,-15.65833333,0.100984156,0,-14.32916667,-16.9875
9,-9.5125,0.280221721,0,-8.283333333,-10.74166667
10,-19.18958333,0.851804574,0,-17.66666667,-20.7125
11,-7.122916667,0.277566751,0.4,-5.995833333,-8.25
12,-4.6375,0.840554396,0.2,-3.216666667,-6.058333333
13,-11.46666667,0.760305312,0.2,-10.1375,-12.79583333
14,-23.77708333,0.842001439,0.2,-22.04166667,-25.5125
15,-22.35,0.712655155,0.5,-20.92916667,-23.77083333
16,-27.91666667,0.856263686,0.4,-26.175,-29.65833333
17,-32.37083333,0.856421741,0.2,-30.725,-34.01666667
18,-28.53333333,0.67212856,1,-27.025,-30.04166667
19,-31.6125,0.844879587,0,-29.95416667,-33.27083333
20,-19.21458333,0.723896084,0,-17.7375,-20.69166667
21,-21.66666667,0.50523428,0.4,-20.25833333,-23.075
22,-13.74791667,0.253472422,0,-12.675,-14.82083333
23,-21.84166667,0.871113984,0,-20.0875,-23.59583333
24,-22.2125,0.748048554,0,-20.47083333,-23.95416667
25,-22.33333333,0.861449397,0,-20.6875,-23.97916667
26,-22.09583333,0.872643496,0,-20.56666667,-23.625
27,-16.47708333,0.805670685,0,-15.20416667,-17.75
28,-21.09166667,0.600787649,0,-19.63333333,-22.55
29,-11.20625,0.83146463,0,-9.9875,-12.425
30,-5.070833333,0.021238748,2.9,-4.404166667,-5.7375
31,-15.75833333,0.881576169,0.2,-14.00833333,-17.50833333
32,-21.9,0.818333294,0,-20.2625,-23.5375
33,-30.07291667,0.888945738,0,-28.19166667,-31.95416667
34,-29.94166667,0.877598132,0.2,-28.30416667,-31.57916667
35,-28.45,0.902878419,0,-26.84583333,-30.05416667
36,-29.68333333,0.899925726,0,-28.37083333,-30.99583333
37,-21.4625,0.444547224,0.2,-20.0375,-22.8875
38,-19.15208333,0.719847963,0,-17.58333333,-20.72083333
39,-24.66041667,0.606007623,0,-23.1125,-26.20833333
40,-27.48333333,0.897113183,0,-25.52083333,-29.44583333
41,-20.98541667,0.712232966,0.2,-18.75833333,-23.2125
42,-19.38958333,0.886762671,0,-17.40833333,-21.37083333
43,-21.71458333,0.818122418,0,-20.27083333,-23.15833333
44,-20.02708333,0.902162812,0,-18.22916667,-21.825
45,-10.32916667,0.310016392,0,-9.154166667,-11.50416667
46,-14.93541667,0.895158004,0.5,-13.29166667,-16.57916667
47,-5.514583333,0.538190977,0.2,-3.566666667,-7.4625
48,0.314583333,0.754368227,0.2,1.0125,-0.383333333
49,-1.795833333,0.235999976,0,-1.083333333,-2.508333333
50,-1.041666667,0.799092413,0,-1.15648E-16,-2.083333333
51,-3.1375,0.904674686,0,-2.058333333,-4.216666667
52,-1.622916667,0.776765683,0.8,-0.3625,-2.883333333
53,-10.24375,0.471525069,0,-8.358333333,-12.12916667
54,-16.20416667,0.532123339,0.9,-13.94166667,-18.46666667
55,-13.53333333,0.88573871,0.4,-11.575,-15.49166667
56,-12.20625,0.804847753,0.2,-10.42083333,-13.99166667
57,-17.34791667,0.310623546,0.4,-15.70833333,-18.9875
58,-15.47916667,0.733204783,0,-12.8375,-18.12083333
59,-7.904166667,0.683391413,0,-6.591666667,-9.216666667
60,-12.32291667,0.896515195,0,-9.4625,-15.18333333
61,-11.55,0.820126844,0.6,-8.7625,-14.3375
62,-5.752083333,0.016322967,2.2,-4.858333333,-6.645833333
63,-7.029166667,0.216124524,0.2,-6.316666667,-7.741666667
64,-22.325,0.915382591,0.9,-19.35416667,-25.29583333
65,-24.7,0.894848421,0,-20.67083333,-28.72916667
66,-21.20416667,0.78210529,0,-16.98333333,-25.425
