1,-15.49791667,218.5,0,-13.55833333,-17.4375,-15.49791667
2,-17.33333333,281.125,0,-15.3,-19.36666667,-17.33333333
3,-14.09583333,269,0,-12.225,-15.96666667,-14.09583333
4,-11.05416667,370.375,0,-9.220833333,-12.8875,-11.05416667
5,-7.84375,269.875,0,-6.1125,-9.575,-7.84375
6,-17.675,425.125,0,-15.67916667,-19.67083333,-17.675
7,-5.347916667,287,0,-3.454166667,-7.241666667,-5.347916667
8,0.78125,196.25,0,2.329166667,-0.766666667,0.78125
9,-0.070833333,245.25,0,1.504166667,-1.645833333,-0.070833333
10,-3.329166667,429.375,0,-1.5875,-5.070833333,-3.329166667
11,-5.49375,94.5,0,-3.995833333,-6.991666667,-5.49375
12,-7.266666667,644.75,0,-5.2625,-9.270833333,-7.266666667
13,-9.002083333,102.75,0.1,-7.191666667,-10.8125,-9.002083333
14,-9.983333333,5.5,1.6,-8.4,-11.56666667,-9.983333333
15,-15.09583333,428,0,-13.25416667,-16.9375,-15.09583333
16,-12.7875,199.5,0,-11.34166667,-14.23333333,-12.7875
17,-21.9,509,0.4,-19.94166667,-23.85833333,-21.9
18,-21.09583333,233.875,0,-19.0375,-23.15416667,-21.09583333
19,-19.69375,471,0.3,-17.47083333,-21.91666667,-19.69375
20,-20.41875,350.5,0.4,-18.00833333,-22.82916667,-20.41875
21,-15.18333333,299.125,0.3,-13.3875,-16.97916667,-15.18333333
22,-21.42916667,283.25,0.2,-19.05833333,-23.8,-21.42916667
23,-26.40208333,501.75,1.8,-23.40416667,-29.4,-26.40208333
24,-20.575,281.25,0,-18.30833333,-22.84166667,-20.575
25,-18.43125,240.125,0,-16.23333333,-20.62916667,-18.43125
26,-20.91041667,179.5,0,-18.275,-23.54583333,-20.91041667
27,-25.13958333,276.25,0,-22.58333333,-27.69583333,-25.13958333
28,-32.48958333,538.875,0,-30.26666667,-34.7125,-32.48958333
29,-26.98958333,398.125,0,-24.475,-29.50416667,-26.98958333
30,-25.72291667,555.375,0,-23.39166667,-28.05416667,-25.72291667
31,-25.21875,529.875,0.1,-22.94583333,-27.49166667,-25.21875
32,-21.65416667,500,0,-19.5375,-23.77083333,-21.65416667
33,-25.14375,671.25,0,-22.675,-27.6125,-25.14375
34,-28.02083333,679.25,1.4,-25.32916667,-30.7125,-28.02083333
35,-23.33541667,533.125,0.2,-20.70416667,-25.96666667,-23.33541667
36,-11.78958333,146.25,0.2,-10.69583333,-12.88333333,-11.78958333
37,-20.88541667,900.75,0,-19.6,-22.17083333,-20.88541667
38,-20.28333333,537,0,-18.74583333,-21.82083333,-20.28333333
39,-6.527083333,382,0,-5.408333333,-7.645833333,-6.527083333
40,-14.225,65.75,0,-12.9625,-15.4875,-14.225
41,-16.29375,313,0,-15.05833333,-17.52916667,-16.29375
42,-16.3375,289.875,0,-14.975,-17.7,-16.3375
43,-15.50833333,223.625,0,-13.80416667,-17.2125,-15.50833333
44,-16.56458333,384.875,0,-14.74583333,-18.38333333,-16.56458333
45,-28.6875,1005.25,0,-25.92916667,-31.44583333,-28.6875
46,-22.97291667,500,0,-20.1625,-25.78333333,-22.97291667
47,-15.02708333,475.875,0,-13.78333333,-16.27083333,-15.02708333
48,-14.06041667,78.75,0,-13.10833333,-15.0125,-14.06041667
49,-7.2,313,0,-5.816666667,-8.583333333,-7.2
50,-5.791666667,53.5,0,-4.333333333,-7.25,-5.791666667
51,-4.027083333,124.75,0,-3.1375,-4.916666667,-4.027083333
52,-6.920833333,235.375,0,-5.725,-8.116666667,-6.920833333
53,-4.747916667,186.75,0,-3.841666667,-5.654166667,-4.747916667
54,-4.285416667,84.75,0,-2.858333333,-5.7125,-4.285416667
55,-4.34375,109.75,0,-3.475,-5.2125,-4.34375
56,-2.977083333,98.75,0,-1.766666667,-4.1875,-2.977083333
57,-2.154166667,232.125,0.8,-0.979166667,-3.329166667,-2.154166667
58,-0.433333333,310.125,0.7,1.429166667,-2.295833333,-0.433333333
59,-1.891666667,818.5,0,-0.475,-3.308333333,-1.891666667
60,-13.54791667,808.875,0,-11.325,-15.77083333,-13.54791667
61,-21.04583333,910.5,0.3,-18.22083333,-23.87083333,-21.04583333
62,-13.67291667,967.625,0,-11.10833333,-16.2375,-13.67291667
63,-2.414583333,535.25,0,-0.2125,-4.616666667,-2.414583333
64,0.414583333,809.625,0,1.858333333,-1.029166667,0.414583333
65,1.210416667,175,0,1.775,0.645833333,1.210416667
66,-12.975,350.5,0,-11.52083333,-14.42916667,-12.975
67,-15.46458333,707.125,0,-13.17083333,-17.75833333,-15.46458333
68,-21.63125,1087.875,5.1,-18.7625,-24.5,-21.63125
69,-23.16666667,1085.25,0,-20.11666667,-26.21666667,-23.16666667
70,-20.54166667,1038.25,0,-17.35416667,-23.72916667,-20.54166667
71,-17.49583333,601.25,0,-14.30416667,-20.6875,-17.49583333
72,-16.56041667,1095.75,0,-14.01666667,-19.10416667,-16.56041667
73,-11.73958333,1084.125,0,-8.841666667,-14.6375,-11.73958333
74,-6.41875,715.875,0,-4.441666667,-8.395833333,-6.41875
75,-1.34375,131.75,0,-0.275,-2.4125,-1.34375
76,-4.06875,178.5,0.1,-3.133333333,-5.004166667,-4.06875
77,-7.13125,373.375,0,-5.808333333,-8.454166667,-7.13125
78,1.18125,252.75,0,3.033333333,-0.670833333,1.18125
79,-3.40625,957.125,0,-0.695833333,-6.116666667,-3.40625
80,-13.72291667,1146.875,0.5,-10.15,-17.29583333,-13.72291667
81,-7.625,229,0,-4.333333333,-10.91666667,-7.625
82,-0.854166667,115.5,1,0.7375,-2.445833333,-0.854166667
83,-2.308333333,105.625,0,-0.766666667,-3.85,-2.308333333
84,-0.179166667,102.625,0,1.0375,-1.395833333,-0.179166667
85,1.727083333,1108,3.5,2.808333333,0.645833333,1.727083333
86,-0.0125,315.625,0,1.491666667,-1.516666667,-0.0125
87,-0.670833333,347,0,1.191666667,-2.533333333,-0.670833333
88,4.960416667,428.875,0,7.241666667,2.679166667,4.960416667
89,5.64375,594.5,0,7.179166667,4.108333333,5.64375
90,4.24375,206.25,0,4.933333333,3.554166667,4.24375
